"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_MF_DIRECT","identical protein binding","61","480","1779","16905","8.75e-2","1.00e+0","1.21","1.00e+0","9.98e-1","6.88e-2","ENSG00000140519,ENSG00000172350,ENSG00000172432,ENSG00000006831,ENSG00000168610,ENSG00000150637,ENSG00000030110,ENSG00000167286,ENSG00000140600,ENSG00000147155,ENSG00000183696,ENSG00000278588,ENSG00000160654,ENSG00000103056,ENSG00000111907,ENSG00000155368,ENSG00000136868,ENSG00000100292,ENSG00000165949,ENSG00000112559,ENSG00000172243,ENSG00000196754,ENSG00000115267,ENSG00000165474,ENSG00000149925,ENSG00000100139,ENSG00000184330,ENSG00000162645,ENSG00000125775,ENSG00000108010,ENSG00000167977,ENSG00000123473,ENSG00000092295,ENSG00000182938,ENSG00000116824,ENSG00000139547,ENSG00000115415,ENSG00000112742,ENSG00000065833,ENSG00000131462,ENSG00000188643,ENSG00000036672,ENSG00000166736,ENSG00000148346,ENSG00000156282,ENSG00000161405,ENSG00000173391,ENSG00000154451,ENSG00000197785,ENSG00000159346,ENSG00000026751,ENSG00000117228,ENSG00000139433,ENSG00000157601,ENSG00000172936,ENSG00000145901,ENSG00000088986,ENSG00000100911,ENSG00000171848,ENSG00000181847,ENSG00000164687"
"GOTERM_BP_DIRECT","mitotic sister chromatid segregation","4","471","37","16488","8.77e-2","1.00e+0","3.78","1.00e+0","9.94e-1","2.06e-2","ENSG00000122952,ENSG00000121621,ENSG00000142945,ENSG00000131462"
"UP_SEQ_FEATURE","DOMAIN:FAD-binding FR-type","3","493","18","17715","8.79e-2","1.00e+0","5.99","1.00e+0","1.00e+0","1.28e-2","ENSG00000127948,ENSG00000166394,ENSG00000007171"
"INTERPRO","TRYPSIN_HIS","6","494","86","17928","8.82e-2","1.00e+0","2.53","1.00e+0","9.96e-1","3.14e-2","ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000129437"
"SMART","Filament","5","222","73","9557","8.84e-2","1.00e+0","2.95","1.00e+0","1.00e+0","2.71e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"KEGG_PATHWAY","Th17 cell differentiation","8","286","106","7870","8.93e-2","8.60e-1","2.08","1.00e+0","8.23e-1","3.87e-2","ENSG00000110944,ENSG00000168610,ENSG00000167286,ENSG00000065675,ENSG00000115415,ENSG00000112116,ENSG00000112115,ENSG00000160654"
"SMART","PRY","4","222","46","9557","8.98e-2","1.00e+0","3.74","1.00e+0","1.00e+0","2.16e-2","ENSG00000204613,ENSG00000106785,ENSG00000204610,ENSG00000241322"
"GOTERM_BP_DIRECT","amino acid transport","5","471","60","16488","9.15e-2","1.00e+0","2.92","1.00e+0","9.94e-1","2.81e-2","ENSG00000151012,ENSG00000139514,ENSG00000164466,ENSG00000103257,ENSG00000268104"
"GOTERM_BP_DIRECT","intracellular copper ion homeostasis","3","471","18","16488","9.19e-2","1.00e+0","5.83","1.00e+0","9.94e-1","1.37e-2","ENSG00000136868,ENSG00000284194,ENSG00000177556"
"GOTERM_BP_DIRECT","apoptotic mitochondrial changes","3","471","18","16488","9.19e-2","1.00e+0","5.83","1.00e+0","9.94e-1","1.37e-2","ENSG00000100290,ENSG00000159399,ENSG00000108179"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion outer membrane","9","444","167","16046","9.19e-2","4.83e-1","1.95","9.83e-1","4.60e-1","4.29e-2","ENSG00000247077,ENSG00000106785,ENSG00000160703,ENSG00000130204,ENSG00000030110,ENSG00000159399,ENSG00000134321,ENSG00000158882,ENSG00000198814"
"KEGG_PATHWAY","Oocyte meiosis","9","286","128","7870","9.26e-2","8.64e-1","1.93","1.00e+0","8.27e-1","4.31e-2","ENSG00000117399,ENSG00000178363,ENSG00000172531,ENSG00000134057,ENSG00000105173,ENSG00000087586,ENSG00000170312,ENSG00000158402,ENSG00000164611"
"UP_KW_BIOLOGICAL_PROCESS","Ion transport","25","309","605","10326","9.30e-2","5.00e-1","1.38","1.00e+0","4.52e-1","6.28e-2","ENSG00000182938,ENSG00000183908,ENSG00000158882,ENSG00000171126,ENSG00000162572,ENSG00000147416,ENSG00000183034,ENSG00000148346,ENSG00000166736,ENSG00000156282,ENSG00000136868,ENSG00000100170,ENSG00000130204,ENSG00000181333,ENSG00000174343,ENSG00000134827,ENSG00000197147,ENSG00000158158,ENSG00000136888,ENSG00000177556,ENSG00000069849,ENSG00000169258,ENSG00000070729,ENSG00000100433,ENSG00000141424"
"GOTERM_CC_DIRECT","cytoplasmic side of plasma membrane","8","485","139","17412","9.32e-2","1.00e+0","2.07","1.00e+0","9.87e-1","4.08e-2","ENSG00000161714,ENSG00000147509,ENSG00000116824,ENSG00000187091,ENSG00000042753,ENSG00000196743,ENSG00000263155,ENSG00000049283"
"INTERPRO","His_PPase_superfam","3","494","19","17928","9.49e-2","1.00e+0","5.73","1.00e+0","9.96e-1","1.45e-2","ENSG00000123836,ENSG00000247077,ENSG00000171314"
"INTERPRO","Cyclin","3","494","19","17928","9.49e-2","1.00e+0","5.73","1.00e+0","9.96e-1","1.45e-2","ENSG00000134057,ENSG00000105173,ENSG00000145386"
"INTERPRO","IF_conserved","5","494","63","17928","9.50e-2","1.00e+0","2.88","1.00e+0","9.96e-1","2.96e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_CC_DIRECT","proteasome storage granule","3","485","19","17412","9.66e-2","1.00e+0","5.67","1.00e+0","9.87e-1","1.49e-2","ENSG00000143106,ENSG00000100911,ENSG00000142507"
"GOTERM_CC_DIRECT","vacuole","3","485","19","17412","9.66e-2","1.00e+0","5.67","1.00e+0","9.87e-1","1.49e-2","ENSG00000137563,ENSG00000166105,ENSG00000149328"
"UP_KW_LIGAND","NADP","10","202","178","6540","9.69e-2","7.36e-1","1.82","9.79e-1","7.36e-1","4.84e-2","ENSG00000198074,ENSG00000008311,ENSG00000127948,ENSG00000171903,ENSG00000227471,ENSG00000172893,ENSG00000007171,ENSG00000065833,ENSG00000108786,ENSG00000159228"
"UP_SEQ_FEATURE","REGION:Coil 2","5","493","63","17715","9.77e-2","1.00e+0","2.85","1.00e+0","1.00e+0","3.07e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","20","471","483","16488","9.85e-2","1.00e+0","1.45","1.00e+0","9.94e-1","6.22e-2","ENSG00000135439,ENSG00000180871,ENSG00000197785,ENSG00000065675,ENSG00000169230,ENSG00000165490,ENSG00000181061,ENSG00000084207,ENSG00000170312,ENSG00000112033,ENSG00000177556,ENSG00000116478,ENSG00000005194,ENSG00000126709,ENSG00000164047,ENSG00000127948,ENSG00000030110,ENSG00000087586,ENSG00000123473,ENSG00000108179"
"INTERPRO","EF-hand-dom_pair","12","494","257","17928","9.87e-2","1.00e+0","1.69","1.00e+0","9.96e-1","5.32e-2","ENSG00000143556,ENSG00000163220,ENSG00000197915,ENSG00000161714,ENSG00000122733,ENSG00000143546,ENSG00000188643,ENSG00000178363,ENSG00000184330,ENSG00000198399,ENSG00000187091,ENSG00000196754"
"GOTERM_BP_DIRECT","cellular response to starvation","6","471","86","16488","9.90e-2","1.00e+0","2.44","1.00e+0","9.94e-1","3.64e-2","ENSG00000157954,ENSG00000134755,ENSG00000145979,ENSG00000152409,ENSG00000177628,ENSG00000169174"
"GOTERM_CC_DIRECT","terminal bouton","4","485","40","17412","9.92e-2","1.00e+0","3.59","1.00e+0","9.87e-1","2.46e-2","ENSG00000169258,ENSG00000105402,ENSG00000070729,ENSG00000144566"

