"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","endothelial cell migration","6","355","44","16968","2.14e-3","1.80e-1","6.52","9.87e-1","1.78e-1","2.90e-4","ENSG00000143556,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000184330,ENSG00000196754"
"GOTERM_MF_DIRECT","interleukin-1 receptor binding","4","360","13","17376","2.14e-3","2.94e-1","14.85","7.71e-1","2.93e-1","1.12e-4","ENSG00000172936,ENSG00000136695,ENSG00000136694,ENSG00000136688"
"INTERPRO","Polymerase_NTP_transf_dom","3","373","4","18453","2.37e-3","3.02e-1","37.10","9.34e-1","3.00e-1","3.23e-5","ENSG00000089127,ENSG00000111335,ENSG00000111331"
"GOTERM_BP_DIRECT","MDA-5 signaling pathway","3","355","4","16968","2.53e-3","2.04e-1","35.85","9.94e-1","2.03e-1","3.58e-5","ENSG00000185507,ENSG00000111331,ENSG00000115267"
"GOTERM_MF_DIRECT","serine-type endopeptidase activity","11","360","171","17376","2.99e-3","3.42e-1","3.10","8.72e-1","3.41e-1","8.95e-4","ENSG00000137648,ENSG00000005001,ENSG00000129451,ENSG00000166562,ENSG00000172382,ENSG00000262406,ENSG00000153802,ENSG00000167759,ENSG00000140479,ENSG00000196611,ENSG00000129437"
"KEGG_PATHWAY","Cell cycle","12","217","158","8128","3.19e-3","1.06e-1","2.84","5.71e-1","1.04e-1","1.03e-3","ENSG00000169679,ENSG00000117399,ENSG00000085840,ENSG00000146670,ENSG00000134057,ENSG00000105173,ENSG00000140534,ENSG00000112742,ENSG00000145386,ENSG00000170312,ENSG00000164611,ENSG00000178999"
"KEGG_PATHWAY","IL-17 signaling pathway","9","217","93","8128","3.21e-3","1.06e-1","3.62","5.73e-1","1.04e-1","8.03e-4","ENSG00000143556,ENSG00000163220,ENSG00000143546,ENSG00000177257,ENSG00000184330,ENSG00000148346,ENSG00000112115,ENSG00000196611,ENSG00000171711"
"GOTERM_BP_DIRECT","defense response","9","355","119","16968","3.50e-3","2.70e-1","3.61","9.99e-1","2.67e-1","8.91e-4","ENSG00000168610,ENSG00000089127,ENSG00000115415,ENSG00000111335,ENSG00000171711,ENSG00000147324,ENSG00000111331,ENSG00000157601,ENSG00000135114"
"GOTERM_BP_DIRECT","cell division","18","355","391","16968","3.61e-3","2.70e-1","2.20","9.99e-1","2.67e-1","1.55e-3","ENSG00000146670,ENSG00000113712,ENSG00000134057,ENSG00000170312,ENSG00000178999,ENSG00000169679,ENSG00000117399,ENSG00000167553,ENSG00000122952,ENSG00000184661,ENSG00000142945,ENSG00000105173,ENSG00000121152,ENSG00000087586,ENSG00000145386,ENSG00000164611,ENSG00000165304,ENSG00000165799"
"INTERPRO","S-100_dom","4","373","16","18453","3.74e-3","4.04e-1","12.37","9.86e-1","4.02e-1","2.47e-4","ENSG00000143556,ENSG00000197915,ENSG00000184330,ENSG00000196754"
"INTERPRO","GH","6","373","52","18453","3.87e-3","4.04e-1","5.71","9.88e-1","4.02e-1","6.09e-4","ENSG00000106302,ENSG00000173083,ENSG00000177628,ENSG00000064886,ENSG00000166105,ENSG00000149328"
"GOTERM_MF_DIRECT","cysteine-type endopeptidase inhibitor activity","5","360","32","17376","4.08e-3","4.00e-1","7.54","9.39e-1","3.99e-1","4.72e-4","ENSG00000057149,ENSG00000197641,ENSG00000164611,ENSG00000121552,ENSG00000160213"
"GOTERM_BP_DIRECT","cornification","4","355","16","16968","4.12e-3","2.97e-1","11.95","1.00e+0","2.94e-1","2.81e-4","ENSG00000092295,ENSG00000203785,ENSG00000169474,ENSG00000124102"
"GOTERM_BP_DIRECT","positive regulation of interleukin-6 production","8","355","99","16968","4.68e-3","3.26e-1","3.86","1.00e+0","3.23e-1","1.11e-3","ENSG00000172936,ENSG00000114251,ENSG00000168610,ENSG00000172243,ENSG00000112115,ENSG00000136694,ENSG00000007171,ENSG00000115267"
"UP_KW_DISEASE","Palmoplantar keratoderma","5","88","40","4830","5.48e-3","1.17e-1","6.86","2.06e-1","1.17e-1","7.13e-4","ENSG00000165474,ENSG00000121742,ENSG00000186832,ENSG00000205420,ENSG00000170465"
"UP_KW_DISEASE","Ectodermal dysplasia","6","88","64","4830","5.59e-3","1.17e-1","5.15","2.10e-1","1.17e-1","9.90e-4","ENSG00000165474,ENSG00000121742,ENSG00000062038,ENSG00000132768,ENSG00000186832,ENSG00000205420"
"UP_KW_BIOLOGICAL_PROCESS","Sphingolipid metabolism","5","236","33","10631","5.76e-3","8.72e-2","6.83","4.58e-1","8.22e-2","7.38e-4","ENSG00000165389,ENSG00000070610,ENSG00000177628,ENSG00000100596,ENSG00000196743"
"INTERPRO","Aur-like","3","373","6","18453","5.76e-3","5.08e-1","24.74","9.99e-1","5.06e-1","1.57e-4","ENSG00000087586,ENSG00000178999,ENSG00000165304"
"INTERPRO","IL-10_CS","3","373","6","18453","5.76e-3","5.08e-1","24.74","9.99e-1","5.06e-1","1.57e-4","ENSG00000111536,ENSG00000127318,ENSG00000142224"
"GOTERM_BP_DIRECT","carbohydrate derivative biosynthetic process","4","355","18","16968","5.82e-3","3.77e-1","10.62","1.00e+0","3.73e-1","4.57e-4","ENSG00000174951,ENSG00000171124,ENSG00000179913,ENSG00000176920"
"GOTERM_BP_DIRECT","lipid metabolic process","15","355","312","16968","6.09e-3","3.77e-1","2.30","1.00e+0","3.73e-1","2.47e-3","ENSG00000198074,ENSG00000110955,ENSG00000139547,ENSG00000227471,ENSG00000151117,ENSG00000112972,ENSG00000174951,ENSG00000151498,ENSG00000112033,ENSG00000240891,ENSG00000176920,ENSG00000157193,ENSG00000161267,ENSG00000102886,ENSG00000164687"
"UP_KW_MOLECULAR_FUNCTION","Antibiotic","6","238","54","10932","6.12e-3","1.47e-1","5.10","3.57e-1","1.39e-1","1.08e-3","ENSG00000163221,ENSG00000188373,ENSG00000241794,ENSG00000168703,ENSG00000171711,ENSG00000165799"
"GOTERM_BP_DIRECT","G2/M transition of mitotic cell cycle","6","355","56","16968","6.14e-3","3.77e-1","5.12","1.00e+0","3.73e-1","1.08e-3","ENSG00000134057,ENSG00000087586,ENSG00000145386,ENSG00000170312,ENSG00000165304,ENSG00000111907"
"GOTERM_BP_DIRECT","keratinocyte migration","3","355","6","16968","6.16e-3","3.77e-1","23.90","1.00e+0","3.73e-1","1.73e-4","ENSG00000186832,ENSG00000112033,ENSG00000171236"
"GOTERM_MF_DIRECT","calcium-dependent protein binding","7","360","80","17376","6.21e-3","5.33e-1","4.22","9.86e-1","5.31e-1","1.34e-3","ENSG00000143556,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000157193,ENSG00000184330,ENSG00000196754"
"GOTERM_CC_DIRECT","kinetochore","10","365","165","17924","6.67e-3","3.63e-1","2.98","9.22e-1","3.60e-1","2.08e-3","ENSG00000169679,ENSG00000117399,ENSG00000122952,ENSG00000121621,ENSG00000088986,ENSG00000113712,ENSG00000142945,ENSG00000087586,ENSG00000112742,ENSG00000178999"
"GOTERM_MF_DIRECT","protease binding","8","360","110","17376","7.84e-3","5.98e-1","3.51","9.95e-1","5.96e-1","2.06e-3","ENSG00000206073,ENSG00000057149,ENSG00000197641,ENSG00000148346,ENSG00000176749,ENSG00000121552,ENSG00000160213,ENSG00000174469"
"GOTERM_BP_DIRECT","negative regulation of release of cytochrome c from mitochondria","4","355","20","16968","7.89e-3","4.55e-1","9.56","1.00e+0","4.51e-1","7.00e-4","ENSG00000126709,ENSG00000169230,ENSG00000181061,ENSG00000108179"
"GOTERM_BP_DIRECT","spindle organization","4","355","20","16968","7.89e-3","4.55e-1","9.56","1.00e+0","4.51e-1","7.00e-4","ENSG00000087586,ENSG00000112742,ENSG00000178999,ENSG00000127423"
"INTERPRO","GBP_C","3","373","7","18453","7.96e-3","6.52e-1","21.20","1.00e+0","6.49e-1","2.70e-4","ENSG00000154451,ENSG00000162645,ENSG00000183347"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","138","335","5710","16502","8.03e-3","1.61e-1","1.19","2.76e-1","1.61e-1","6.60e-3","ENSG00000095585,ENSG00000187608,ENSG00000169469,ENSG00000167325,ENSG00000184060,ENSG00000102886,ENSG00000142945,ENSG00000049283,ENSG00000101276,ENSG00000164611,ENSG00000127423,ENSG00000144566,ENSG00000112559,ENSG00000197641,ENSG00000183918,ENSG00000152977,ENSG00000172243,ENSG00000135698,ENSG00000115267,ENSG00000143106,ENSG00000169474,ENSG00000184330,ENSG00000125775,ENSG00000184731,ENSG00000146731,ENSG00000123473,ENSG00000165799,ENSG00000092295,ENSG00000113712,ENSG00000170473,ENSG00000196344,ENSG00000134057,ENSG00000137965,ENSG00000213928,ENSG00000131462,ENSG00000178999,ENSG00000125508,ENSG00000084710,ENSG00000197948,ENSG00000147416,ENSG00000138496,ENSG00000036672,ENSG00000120053,ENSG00000128578,ENSG00000198074,ENSG00000111802,ENSG00000135439,ENSG00000161405,ENSG00000154451,ENSG00000146670,ENSG00000112972,ENSG00000171056,ENSG00000176749,ENSG00000157601,ENSG00000172936,ENSG00000170515,ENSG00000088986,ENSG00000171848,ENSG00000121152,ENSG00000167914,ENSG00000007171,ENSG00000122643,ENSG00000121552,ENSG00000163435,ENSG00000131203,ENSG00000185507,ENSG00000115919,ENSG00000107338,ENSG00000227471,ENSG00000136695,ENSG00000136694,ENSG00000158125,ENSG00000159337,ENSG00000143556,ENSG00000168610,ENSG00000145979,ENSG00000029993,ENSG00000182481,ENSG00000203785,ENSG00000100664,ENSG00000140600,ENSG00000185238,ENSG00000160213,ENSG00000163209,ENSG00000105427,ENSG00000263155,ENSG00000138642,ENSG00000118520,ENSG00000198814,ENSG00000143942,ENSG00000164024,ENSG00000143546,ENSG00000147509,ENSG00000163216,ENSG00000126787,ENSG00000162645,ENSG00000128965,ENSG00000108010,ENSG00000206073,ENSG00000125780,ENSG00000159399,ENSG00000115415,ENSG00000065675,ENSG00000111335,ENSG00000113356,ENSG00000065833,ENSG00000170312,ENSG00000111331,ENSG00000204613,ENSG00000117399,ENSG00000163220,ENSG00000163221,ENSG00000121621,ENSG00000089127,ENSG00000204610,ENSG00000057657,ENSG00000087586,ENSG00000129235,ENSG00000151023,ENSG00000136449,ENSG00000241322,ENSG00000165490,ENSG00000139433,ENSG00000115488,ENSG00000242372,ENSG00000136688,ENSG00000135114,ENSG00000088826,ENSG00000196805,ENSG00000167553,ENSG00000057149,ENSG00000169299,ENSG00000205413,ENSG00000145386,ENSG00000147689,ENSG00000164687,ENSG00000163874,ENSG00000147324"
"SMART","IL1","3","174","8","9778","8.12e-3","4.83e-1","21.07","7.01e-1","4.83e-1","2.90e-4","ENSG00000136695,ENSG00000136694,ENSG00000136688"
"UP_SEQ_FEATURE","REGION:GTPase domain (Globular)","3","374","7","18235","8.19e-3","1.00e+0","20.90","1.00e+0","1.00e+0","2.82e-4","ENSG00000154451,ENSG00000162645,ENSG00000183347"
"GOTERM_BP_DIRECT","positive regulation of interleukin-23 production","3","355","7","16968","8.50e-3","4.64e-1","20.48","1.00e+0","4.60e-1","2.99e-4","ENSG00000172936,ENSG00000172243,ENSG00000112115"
"GOTERM_BP_DIRECT","cytolysis in another organism","3","355","7","16968","8.50e-3","4.64e-1","20.48","1.00e+0","4.60e-1","2.99e-4","ENSG00000154451,ENSG00000162645,ENSG00000165799"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","26","236","683","10631","8.84e-3","1.17e-1","1.71","6.10e-1","1.11e-1","4.89e-3","ENSG00000185507,ENSG00000160703,ENSG00000187608,ENSG00000137648,ENSG00000115415,ENSG00000170312,ENSG00000203722,ENSG00000168610,ENSG00000157193,ENSG00000078081,ENSG00000005022,ENSG00000182481,ENSG00000089127,ENSG00000131015,ENSG00000111802,ENSG00000100292,ENSG00000165949,ENSG00000134321,ENSG00000196611,ENSG00000115267,ENSG00000169679,ENSG00000088986,ENSG00000121594,ENSG00000145386,ENSG00000163874,ENSG00000165799"
"GOTERM_BP_DIRECT","negative regulation of type I interferon-mediated signaling pathway","4","355","21","16968","9.06e-3","4.81e-1","9.10","1.00e+0","4.77e-1","8.51e-4","ENSG00000187608,ENSG00000089127,ENSG00000262406,ENSG00000111331"
"KEGG_PATHWAY","Metabolic pathways","56","217","1533","8128","9.30e-3","2.74e-1","1.37","9.16e-1","2.69e-1","6.54e-3","ENSG00000131203,ENSG00000115919,ENSG00000173083,ENSG00000104549,ENSG00000138678,ENSG00000227471,ENSG00000158125,ENSG00000151498,ENSG00000159337,ENSG00000119125,ENSG00000167325,ENSG00000102886,ENSG00000161267,ENSG00000125166,ENSG00000237289,ENSG00000134326,ENSG00000100292,ENSG00000070610,ENSG00000164181,ENSG00000131174,ENSG00000179913,ENSG00000176920,ENSG00000118520,ENSG00000198814,ENSG00000123836,ENSG00000143942,ENSG00000128965,ENSG00000106302,ENSG00000139629,ENSG00000196344,ENSG00000159399,ENSG00000139547,ENSG00000151117,ENSG00000174951,ENSG00000177628,ENSG00000171124,ENSG00000137767,ENSG00000172893,ENSG00000065833,ENSG00000223572,ENSG00000147416,ENSG00000008311,ENSG00000166411,ENSG00000176928,ENSG00000120053,ENSG00000198074,ENSG00000110955,ENSG00000025708,ENSG00000112972,ENSG00000115488,ENSG00000088826,ENSG00000171848,ENSG00000169299,ENSG00000100596,ENSG00000007171,ENSG00000122643"
"GOTERM_MF_DIRECT","protein binding","297","360","13429","17376","9.36e-3","6.28e-1","1.07","9.98e-1","6.26e-1","8.69e-3","ENSG00000151012,ENSG00000095585,ENSG00000174013,ENSG00000157111,ENSG00000151498,ENSG00000006831,ENSG00000184182,ENSG00000204315,ENSG00000184060,ENSG00000029153,ENSG00000167286,ENSG00000160654,ENSG00000165304,ENSG00000111907,ENSG00000113648,ENSG00000112559,ENSG00000169230,ENSG00000197006,ENSG00000137757,ENSG00000170465,ENSG00000135698,ENSG00000115267,ENSG00000070729,ENSG00000169474,ENSG00000125775,ENSG00000184731,ENSG00000140479,ENSG00000164466,ENSG00000168703,ENSG00000123473,ENSG00000165799,ENSG00000108179,ENSG00000092295,ENSG00000197279,ENSG00000151117,ENSG00000170473,ENSG00000116824,ENSG00000137965,ENSG00000172893,ENSG00000196743,ENSG00000213928,ENSG00000178999,ENSG00000125508,ENSG00000147416,ENSG00000138496,ENSG00000166411,ENSG00000120053,ENSG00000187238,ENSG00000182585,ENSG00000276023,ENSG00000110955,ENSG00000135439,ENSG00000111802,ENSG00000148291,ENSG00000161405,ENSG00000146670,ENSG00000025708,ENSG00000143839,ENSG00000169258,ENSG00000100596,ENSG00000121152,ENSG00000167759,ENSG00000185962,ENSG00000141424,ENSG00000185966,ENSG00000185507,ENSG00000115919,ENSG00000049249,ENSG00000173083,ENSG00000076864,ENSG00000172432,ENSG00000154845,ENSG00000114023,ENSG00000170379,ENSG00000168610,ENSG00000029993,ENSG00000182481,ENSG00000005022,ENSG00000100664,ENSG00000103257,ENSG00000163600,ENSG00000136868,ENSG00000105427,ENSG00000134321,ENSG00000168062,ENSG00000196754,ENSG00000173894,ENSG00000131174,ENSG00000171236,ENSG00000263155,ENSG00000118520,ENSG00000176920,ENSG00000198814,ENSG00000174502,ENSG00000165474,ENSG00000164024,ENSG00000114251,ENSG00000126709,ENSG00000166562,ENSG00000147509,ENSG00000162645,ENSG00000186832,ENSG00000108010,ENSG00000106302,ENSG00000106785,ENSG00000206073,ENSG00000180871,ENSG00000182938,ENSG00000159399,ENSG00000111335,ENSG00000171124,ENSG00000205420,ENSG00000065833,ENSG00000111331,ENSG00000136159,ENSG00000005001,ENSG00000089127,ENSG00000153292,ENSG00000057657,ENSG00000183479,ENSG00000104356,ENSG00000101084,ENSG00000139433,ENSG00000115488,ENSG00000242372,ENSG00000167553,ENSG00000119714,ENSG00000169299,ENSG00000205413,ENSG00000121594,ENSG00000059728,ENSG00000140534,ENSG00000181847,ENSG00000183347,ENSG00000163874,ENSG00000131126,ENSG00000134755,ENSG00000187608,ENSG00000140519,ENSG00000149573,ENSG00000172350,ENSG00000104549,ENSG00000119125,ENSG00000136379,ENSG00000134070,ENSG00000167325,ENSG00000165389,ENSG00000157193,ENSG00000142945,ENSG00000178690,ENSG00000101276,ENSG00000049283,ENSG00000164611,ENSG00000127423,ENSG00000144566,ENSG00000131015,ENSG00000100170,ENSG00000100292,ENSG00000284194,ENSG00000165949,ENSG00000197641,ENSG00000183918,ENSG00000152977,ENSG00000172243,ENSG00000164181,ENSG00000158158,ENSG00000112033,ENSG00000171711,ENSG00000244057,ENSG00000143106,ENSG00000188373,ENSG00000184330,ENSG00000127318,ENSG00000050730,ENSG00000146731,ENSG00000164620,ENSG00000149328,ENSG00000160703,ENSG00000139629,ENSG00000113712,ENSG00000134057,ENSG00000112742,ENSG00000137563,ENSG00000131462,ENSG00000203722,ENSG00000084710,ENSG00000089723,ENSG00000036672,ENSG00000183034,ENSG00000183155,ENSG00000148346,ENSG00000109572,ENSG00000182983,ENSG00000198074,ENSG00000175893,ENSG00000154451,ENSG00000112972,ENSG00000171056,ENSG00000153802,ENSG00000159346,ENSG00000176749,ENSG00000157601,ENSG00000172936,ENSG00000085117,ENSG00000170515,ENSG00000088986,ENSG00000171848,ENSG00000178919,ENSG00000007171,ENSG00000167914,ENSG00000148459,ENSG00000122643,ENSG00000121552,ENSG00000163435,ENSG00000069011,ENSG00000107338,ENSG00000198780,ENSG00000227471,ENSG00000136695,ENSG00000136694,ENSG00000158125,ENSG00000247077,ENSG00000143556,ENSG00000186442,ENSG00000145979,ENSG00000203785,ENSG00000140600,ENSG00000163202,ENSG00000185238,ENSG00000142224,ENSG00000130487,ENSG00000237289,ENSG00000163209,ENSG00000174343,ENSG00000112115,ENSG00000118242,ENSG00000188293,ENSG00000179913,ENSG00000170545,ENSG00000174469,ENSG00000123836,ENSG00000169679,ENSG00000143546,ENSG00000135373,ENSG00000151715,ENSG00000126787,ENSG00000128965,ENSG00000148798,ENSG00000125780,ENSG00000105854,ENSG00000137648,ENSG00000144063,ENSG00000115415,ENSG00000065675,ENSG00000035141,ENSG00000241794,ENSG00000177628,ENSG00000137767,ENSG00000113356,ENSG00000204178,ENSG00000170312,ENSG00000223572,ENSG00000204613,ENSG00000117399,ENSG00000163220,ENSG00000167941,ENSG00000163221,ENSG00000121621,ENSG00000121742,ENSG00000122952,ENSG00000117395,ENSG00000085840,ENSG00000204610,ENSG00000166736,ENSG00000124215,ENSG00000087586,ENSG00000156282,ENSG00000105173,ENSG00000166855,ENSG00000129235,ENSG00000089195,ENSG00000151023,ENSG00000136449,ENSG00000173391,ENSG00000134827,ENSG00000121073,ENSG00000132768,ENSG00000135114,ENSG00000085831,ENSG00000057149,ENSG00000145386,ENSG00000147689,ENSG00000164687,ENSG00000163235,ENSG00000147324,ENSG00000272398,ENSG00000163599"
"UP_KW_PTM","Disulfide bond","90","281","3416","13414","9.67e-3","1.35e-1","1.26","1.77e-1","1.35e-1","7.47e-3","ENSG00000151012,ENSG00000049249,ENSG00000187608,ENSG00000173083,ENSG00000166509,ENSG00000149573,ENSG00000136695,ENSG00000158125,ENSG00000064886,ENSG00000143556,ENSG00000167325,ENSG00000157193,ENSG00000078081,ENSG00000029993,ENSG00000167286,ENSG00000142549,ENSG00000103257,ENSG00000101276,ENSG00000160654,ENSG00000163600,ENSG00000142224,ENSG00000131015,ENSG00000136868,ENSG00000100170,ENSG00000284194,ENSG00000174343,ENSG00000129451,ENSG00000172243,ENSG00000164181,ENSG00000112115,ENSG00000188293,ENSG00000171236,ENSG00000171711,ENSG00000174469,ENSG00000165078,ENSG00000165474,ENSG00000114251,ENSG00000188373,ENSG00000127318,ENSG00000168703,ENSG00000165799,ENSG00000106302,ENSG00000180871,ENSG00000105854,ENSG00000137648,ENSG00000139629,ENSG00000183908,ENSG00000116824,ENSG00000241794,ENSG00000177628,ENSG00000137767,ENSG00000196743,ENSG00000283992,ENSG00000167941,ENSG00000203722,ENSG00000005001,ENSG00000116260,ENSG00000176928,ENSG00000166736,ENSG00000148346,ENSG00000153292,ENSG00000182585,ENSG00000186806,ENSG00000129235,ENSG00000181333,ENSG00000173391,ENSG00000134827,ENSG00000172382,ENSG00000262406,ENSG00000153802,ENSG00000143839,ENSG00000173431,ENSG00000026751,ENSG00000196611,ENSG00000151025,ENSG00000134028,ENSG00000268104,ENSG00000121316,ENSG00000169258,ENSG00000119714,ENSG00000121594,ENSG00000100433,ENSG00000078589,ENSG00000167759,ENSG00000181847,ENSG00000129437,ENSG00000164687,ENSG00000163235,ENSG00000163599,ENSG00000124102"
"SMART","Tryp_SPc","7","174","103","9778","9.79e-3","4.83e-1","3.82","7.67e-1","4.83e-1","2.37e-3","ENSG00000137648,ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000129437"
"GOTERM_CC_DIRECT","cytoplasm","155","365","6508","17924","9.89e-3","4.44e-1","1.17","9.77e-1","4.41e-1","8.28e-3","ENSG00000095585,ENSG00000187608,ENSG00000174013,ENSG00000134070,ENSG00000169469,ENSG00000167325,ENSG00000184060,ENSG00000029153,ENSG00000167286,ENSG00000142945,ENSG00000049283,ENSG00000101276,ENSG00000164611,ENSG00000165304,ENSG00000144566,ENSG00000111907,ENSG00000112559,ENSG00000197641,ENSG00000183918,ENSG00000152977,ENSG00000172243,ENSG00000137757,ENSG00000135698,ENSG00000115267,ENSG00000197915,ENSG00000143106,ENSG00000062038,ENSG00000169474,ENSG00000184330,ENSG00000125775,ENSG00000050730,ENSG00000146731,ENSG00000123473,ENSG00000108179,ENSG00000165799,ENSG00000113712,ENSG00000170473,ENSG00000196344,ENSG00000134057,ENSG00000137965,ENSG00000112742,ENSG00000213928,ENSG00000131462,ENSG00000125508,ENSG00000197948,ENSG00000147416,ENSG00000138496,ENSG00000008311,ENSG00000036672,ENSG00000120053,ENSG00000276023,ENSG00000128578,ENSG00000198074,ENSG00000110955,ENSG00000111802,ENSG00000135439,ENSG00000161405,ENSG00000154451,ENSG00000146670,ENSG00000112972,ENSG00000171056,ENSG00000176749,ENSG00000157601,ENSG00000172936,ENSG00000169258,ENSG00000170515,ENSG00000088986,ENSG00000171848,ENSG00000121152,ENSG00000167759,ENSG00000007171,ENSG00000122643,ENSG00000121552,ENSG00000163435,ENSG00000131203,ENSG00000185507,ENSG00000115919,ENSG00000107338,ENSG00000069011,ENSG00000076864,ENSG00000227471,ENSG00000154845,ENSG00000136695,ENSG00000181381,ENSG00000136694,ENSG00000158125,ENSG00000159337,ENSG00000143556,ENSG00000168610,ENSG00000029993,ENSG00000182481,ENSG00000203785,ENSG00000100664,ENSG00000140600,ENSG00000185238,ENSG00000160213,ENSG00000134326,ENSG00000163209,ENSG00000105427,ENSG00000138642,ENSG00000118520,ENSG00000143942,ENSG00000164024,ENSG00000143546,ENSG00000147509,ENSG00000163216,ENSG00000126787,ENSG00000162645,ENSG00000128965,ENSG00000108010,ENSG00000148798,ENSG00000106785,ENSG00000206073,ENSG00000125780,ENSG00000137648,ENSG00000115415,ENSG00000065675,ENSG00000035141,ENSG00000241794,ENSG00000111335,ENSG00000113356,ENSG00000065833,ENSG00000170312,ENSG00000111331,ENSG00000204613,ENSG00000163220,ENSG00000163221,ENSG00000121621,ENSG00000122952,ENSG00000089127,ENSG00000204610,ENSG00000057657,ENSG00000105173,ENSG00000183479,ENSG00000129235,ENSG00000136449,ENSG00000101084,ENSG00000262406,ENSG00000241322,ENSG00000165490,ENSG00000139433,ENSG00000115488,ENSG00000242372,ENSG00000136688,ENSG00000135114,ENSG00000088826,ENSG00000196805,ENSG00000167553,ENSG00000057149,ENSG00000205413,ENSG00000145386,ENSG00000147689,ENSG00000164687,ENSG00000163874,ENSG00000147324"
